Transmittal ID,Description,Status,Current Employee,Current Department,Transmitted Employee,Transmitted Department,Last Transaction Date,Last Transaction Time
2101,"RFP: Marvic C. Lopez P 3,388.50 (transpo FAO 1000213835 - PADERES, MELCHOR AUSTRIA)",1,35,DEPT6,28,DEPT6,"May 20, 2021",5:03:46 pm
2102,"RFP: RELLIE ANN DELA CRUZ, P580.00 (LTO ENCUMBRANCE FAO 1000213154 - DUQUE, IVY FERNANDO)",1,35,DEPT6,5,DEPT3,"May 21, 2021",9:59:12 am
2103,"RFP: RELLIE ANN DELA CRUZ, P9,874.00 (PCV REPLENISHMENT 05/07/2021 - 05/20/2021)",1,35,DEPT6,28,DEPT6,"May 26, 2021",1:03:45 pm
2104,MEMO: TO INCREASE THE LOAN AMOUNT OF RENEWAL BEL CLIENTS RE: BANK OFFICERS ONLY,1,37,DEPT7,,DEPT2,"July 19, 2021",1:50:56 pm
2106,"39 PDC FAO 1000213976 - PABLO, JULIET CALMONA",1,43,DEPT3,5,DEPT3,"May 21, 2021",1:58:22 pm
2107,"Check number 919153 P 7,800 Jose Enrique Cadiz (Food, Gas, Toll and Antigen Expenses)",1,36,DEPT6,37,DEPT7,"May 21, 2021",3:28:23 pm
2108,"Check number 919154 P 23,593.41 Insular (Dues for 2021)",1,36,DEPT6,37,DEPT7,"May 21, 2021",3:29:00 pm
2109,"Check number 896000 P 4,670 HIACE Grandia Registration CA",1,36,DEPT6,37,DEPT7,"May 21, 2021",3:29:13 pm
2110,"Check number 919151 P 5,045 Land Cruiser Registration CA",1,36,DEPT6,37,DEPT7,"May 21, 2021",3:29:30 pm
2111,minor systems backup procedure,1,37,DEPT7,,DEPT2,"July 12, 2021",3:02:47 pm
2112,"application/requirement fao Gamis, Rodolfo",1,29,DEPT4,39,DEPT5,"May 28, 2021",4:22:18 pm
2113,commendation,1,21,DEPT4,40,DEPT2,"May 27, 2021",8:30:30 am
2114,"jic citibank soa 16,293.29",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:28:21 pm
2115,"OR CR WITH PN FAO 1000213913 - CASPILLO, QUINTINO III MOISES",1,5,DEPT3,,DEPT3,"May 21, 2021",5:12:36 pm
2116,"RFP: RELLIE ANN DELA CRUZ, P660.00 (LTO ENCUMBRANCE FAO 1000213913 - CASPILLO, QUINTINO III MOISES)",1,35,DEPT6,5,DEPT3,"May 24, 2021",3:29:17 pm
2117,"DST: 1000213866 - AL OTAIBI, KHALLISTA SANGUYU and 1000214011 - SACAY, PAMELA DELOS SANTOS",1,5,DEPT3,28,DEPT6,"May 21, 2021",4:29:29 pm
2118,"Request for Cancellation of Check: SILICON VALLEY COMPUTER GROUP PHILS. INC P68,566.29",1,40,DEPT2,35,DEPT6,"May 21, 2021",5:02:51 pm
2119,MEMO: Final Result of 1st Quarter Awareness Test,1,35,DEPT6,9,DEPT4,"May 24, 2021",3:45:58 pm
2120,MEMO: 1st Quarter DDI Test Final Result,1,35,DEPT6,9,DEPT4,"May 24, 2021",3:46:04 pm
2121,"RFP: SILICON VALLEY COMPUTER GROUP PHILS. INC P41,812.31",1,40,DEPT2,35,DEPT6,"May 21, 2021",5:03:08 pm
2122,"RFP: SILICON VALLEY COMPUTER GROUP PHILS. INC P26,753.97 ( 1 Scanner)",1,35,DEPT6,28,DEPT6,"May 26, 2021",11:02:24 am
2123,"39 PDC FAO 1000214021 - TEODORA, TANGALIN SANTOS",1,43,DEPT3,5,DEPT3,"May 24, 2021",3:29:24 pm
2124,"RFP:BAP CREDIT BUREAU, INC/1,639.81/COST OF NFIS 30/01/21 - 04/30/21",1,35,DEPT6,10,DEPT4,"May 24, 2021",11:15:47 am
2125,"RFP: SILICON VALLEY COMPUTER GROUP PHILS. INC P41,812.31 (1 Laptop, 2 Printers)",1,40,DEPT2,35,DEPT6,"May 24, 2021",10:28:28 am
2126,"DST: 1000213866 - 1000214021 - TANGALIN, TEODORA SANTOS",1,5,DEPT3,28,DEPT6,"May 24, 2021",2:26:38 pm
2127,"RFP: Globe Telecom, Inc P836.59 (04/06-05/05/2021",1,35,DEPT6,40,DEPT2,"May 26, 2021",1:31:19 pm
2128,PR: Gasoline for Office Motorcycle P300.00,1,35,DEPT6,40,DEPT2,"May 26, 2021",11:36:20 am
2129,"RFP:BAP CREDIT BUREAU, INC/1,643.40/COST OF NFIS 30/01/21 - 04/30/21",1,35,DEPT6,28,DEPT6,"May 26, 2021",1:03:25 pm
2130,"Purchase Req:RAINCOAT/4,200",1,35,DEPT6,40,DEPT2,"May 26, 2021",11:36:55 am
2131,"OR CR WITH PN FAO 1000213471 - TOLENTINO, OLIVER BATAC",1,5,DEPT3,,DEPT3,"May 24, 2021",4:25:43 pm
2132,"OR CR WITH PN FAO 1000213842 - LEGASPI, CHESTER VIÑA",1,5,DEPT3,,DEPT3,"May 24, 2021",4:25:49 pm
2133,"OR CR WITH PN FAO 1000213465 - DURAN, NORA JANE VICENTE",1,5,DEPT3,,DEPT3,"May 24, 2021",4:25:53 pm
2134,OR/CR & PN FAO 1000213471 OLIVER TOLENTINO,1,43,DEPT3,38,DEPT3,"May 25, 2021",2:01:07 pm
2135,"OR/CR & PN FAO 1000213842 LEGASPI, CHESTER VIÑA",1,43,DEPT3,38,DEPT3,"May 25, 2021",1:58:17 pm
2136,"RCM FAO 1000213117 - KIM, MARVIN BONDOC",1,43,DEPT3,38,DEPT3,"May 25, 2021",2:08:05 pm
2137,"RCM FAO 1000210950 - CANO, DOMINE COSIO",1,43,DEPT3,38,DEPT3,"May 25, 2021",2:08:11 pm
2138,"PERSONAL ACCIDENT - FAO 1000213680 -PEKSON, RAYMUNDO CANLAS",1,43,DEPT3,38,DEPT3,"May 25, 2021",2:02:30 pm
2139,"PERSONAL ACCIDENT - FAO 1000213866 - AL OTAIBI, KHALLISTA SANGUYU",1,43,DEPT3,38,DEPT3,"May 25, 2021",2:06:21 pm
2140,"MC INSURANCE POLICY FAO 1000206677 - VIADO, ELENIDA CUNANAN",1,43,DEPT3,38,DEPT3,"May 25, 2021",2:07:57 pm
2141,"RFP: RELLIE ANN DELA CRUZ, P2,160.00 (LTO ENCUMBRANCE FAO 1000213471TOLENTINO and 1000213842 - LEGAS",1,35,DEPT6,28,DEPT6,"May 26, 2021",1:03:37 pm
2142,BACK UP CHECKING,1,37,DEPT7,,DEPT2,"July 13, 2021",8:57:59 am
2143,COMMENDATION OF PERFECT ATTENDANCE FOR NOV. AND DEC. 2020 - MDSONIGA,1,9,DEPT4,,DEPT2,"May 26, 2021",4:52:24 pm
2144,"RFP: ANGELES ELECTRIC CORPORATION P3,104.55 (April 14-May 14, 2021)",1,35,DEPT6,28,DEPT6,"May 26, 2021",11:01:27 am
2145,"LSS: Mariah Angelika A. Mateo P12,988.35 (CA for Messengers Salary May 1-15, 2021)",1,35,DEPT6,28,DEPT6,"May 26, 2021",11:01:02 am
2146,"LSS: Mariah Angelika A. Mateo P3,000.00 (Converge April 10,2021-May 9, 2021)",1,35,DEPT6,28,DEPT6,"May 26, 2021",11:01:08 am
2147,"RFP: HAVEN PHARMACY P4,979.70 (Safety Supplies for May 2021)",1,35,DEPT6,28,DEPT6,"May 27, 2021",3:45:35 pm
2148,"RFP: ANG TIAGA TRADING P16,196.09 (Office Supplies 2nd Quarter 2021)",1,35,DEPT6,28,DEPT6,"May 27, 2021",3:45:40 pm
2149,"PO: Google One 200 GB Cloud Storage P1,500.00 (Annual Subscription)",1,35,DEPT6,40,DEPT2,"May 25, 2021",11:33:07 am
2150,MEMO: AVAILMENT OF BDO PICK UP FACILITY,1,9,DEPT4,,DEPT2,"May 26, 2021",1:31:24 pm
2151,MEMO: QUARTERLY INCENTIVE OF CI & COLLECTION DEPARTMENT,1,9,DEPT4,,DEPT2,"May 26, 2021",1:31:36 pm
2152,"RFP: Mary Ann D. Soniga P18,562.50 (Payment for Rice Subsidy March-April 2021)",1,35,DEPT6,28,DEPT6,"May 26, 2021",11:02:14 am
2153,"Pay Advice: AR (Confi & Non Confi) and AP (Confi & Non Confi ) - May 1-15, 2021",1,28,DEPT6,20,DEPT2,"June 21, 2021",11:34:40 am
2154,STAR/AR - lemar bill,1,6,DEPT1,,DEPT2,"May 25, 2021",10:05:40 am
2155,"RFP - THE MERCANTILE INSURANCE CO,. P 30,487.40 ( 1000213154 - DUQUE, IVY FERNANDO)",1,35,DEPT6,28,DEPT6,"May 26, 2021",11:01:57 am
2156,"Commendation: Perfect Attendance December 2020, January to March 2021 (SDL)",1,40,DEPT2,,DEPT3,"May 26, 2021",2:23:27 pm
2157,Commendation: Perfect Attendance January 2021 (CBPalo),1,40,DEPT2,,DEPT3,"May 26, 2021",2:23:17 pm
2158,Commendation: Perfect Attendance December 2021 (RDDelaCruz),1,40,DEPT2,,DEPT3,"May 26, 2021",2:23:07 pm
2159,Commendation: Perfect Attendance March 2021 ( LVMicayas),1,40,DEPT2,2,DEPT1,"May 25, 2021",11:16:36 am
2160,"Commendation: Perfect Attendance November, January to March 2021 (GTBonita)",1,1,DEPT1,,DEPT2,"May 28, 2021",2:56:11 pm
2161,Commendation: Perfect Attendance February & March 2021 ( LDAgulto),1,40,DEPT2,2,DEPT1,"May 25, 2021",11:16:29 am
2162,Commendation: Perfect Attendance December 2020 & January 2021 (MCLOPEZ),1,40,DEPT2,31,DEPT5,"June 02, 2021",11:43:33 am
2163,Commendation: Perfect Attendance February 2021 (JCQuimzon),1,40,DEPT2,31,DEPT5,"June 02, 2021",11:43:40 am
2164,(Complete Attendance) - LDAGULTO,1,7,DEPT1,,DEPT2,"May 27, 2021",8:31:04 am
2165,(Complete Attendance) - GTBONITA,1,7,DEPT1,,DEPT2,"May 26, 2021",4:52:43 pm
2166,MEMO: INCREASE THE LOAN AMOUNT OF RENEWAL BEL CLIENTS,1,35,DEPT6,40,DEPT2,"May 26, 2021",1:31:29 pm
2167,Sealed Long Brown Envelope - Request for Explanation,1,9,DEPT4,20,DEPT2,"June 17, 2021",1:42:37 pm
2168,"requirements fao Dela Cruz, Ferdinand",1,29,DEPT4,31,DEPT5,"June 02, 2021",11:44:18 am
2169,(Complete Attendance) - LMICAYAS,1,6,DEPT1,,DEPT2,"May 25, 2021",5:05:03 pm
2170,"PO: Google One 200 GB Cloud Storage P1,499.00 (Annual Subscription)",1,35,DEPT6,40,DEPT2,"May 26, 2021",11:36:38 am
2171,"REQUEST FOR CANCELLATION OF CHECK FAO MARLENE NUÑEZ/7,273",1,35,DEPT6,28,DEPT6,"May 26, 2021",1:03:51 pm
2172,"Quantum Association Dues SOA 1925 34th street P 4,490.86 (may 2021)",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:28:35 pm
2173,"soa 1406 avida towers 2,977.71 (may 2021)",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:31:26 pm
2174,"ANVAYA COVE SOA 5,600 ( may 2021)",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:31:38 pm
2175,"SOA PETRON 3,751.52",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:31:48 pm
2176,"TAGAYTAY HIGHLANDS SOA 4,250 FTM Of april",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:32:00 pm
2177,"TAGAYTAY HIGHLANDS SOA 4,250 FTM of may 2021",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:32:13 pm
2178,"SOA FINANSHARES INC 11,550 as of april 30 2021",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:32:23 pm
2179,"soa nasdac ftm of april 1,550",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:32:34 pm
2180,"soa quantum ftm of april 1,550",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:32:42 pm
2181,"soa encore jic ftm of april 5,986.22",1,37,DEPT7,36,DEPT6,"May 26, 2021",2:32:47 pm
2182,"RFP: EXCELLINE MANPOWER AND GENERAL SERVICES INC. P5,641.72 (May 1-15, 2021)",1,35,DEPT6,28,DEPT6,"May 26, 2021",3:52:11 pm
2183,MEMO: Birthday Celebrants for the month of June 2021,1,37,DEPT7,,DEPT2,"July 07, 2021",7:47:47 am
2184,"RFP: Ron Joseph M. Javier 1,545.00 (Reimb for fiel visitation for Past Due Accounts in Pampanga)",1,35,DEPT6,28,DEPT6,"May 26, 2021",1:04:10 pm
2185,"Request for Explanation: JCQuimzon, ASCajucom",1,31,DEPT5,,DEPT2,"June 02, 2021",12:05:38 pm
2186,Request for Explanation (SDLIM-05/21/2021),1,9,DEPT4,8,DEPT3,"May 28, 2021",10:39:23 am
2187,Request for Explanation (MCLOPEZ 05/21/2021),1,40,DEPT2,9,DEPT4,"May 26, 2021",5:02:17 pm
2188,Request for Explanation (LTPUNSALAN 05/21/2021),1,40,DEPT2,9,DEPT4,"May 26, 2021",5:02:08 pm
2189,"RCM: 1000206651 - TANGALIN, TEODORA SANTOS",1,5,DEPT3,,DEPT3,"May 31, 2021",9:57:46 am
2190,"RCM: 1000205662 - AQUINO, BENIGNO BANGUILAN",1,5,DEPT3,,DEPT3,"May 31, 2021",9:57:51 am
2191,"RFP:MARY ANN D. SONIGA/10,000/COLLECTION INCENTIVES",1,35,DEPT6,28,DEPT6,"May 28, 2021",1:53:53 pm
2192,26 PDC FAO ERICSON ORDANZA,1,43,DEPT3,5,DEPT3,"May 27, 2021",1:33:02 pm
2193,"ENDORSEMENT OF ACCT TO LEGAL: SORIANO, MANUEL LORENZO",1,37,DEPT7,,DEPT4,"June 25, 2021",1:52:55 pm
2194,"ENDORSEMENT OF ACCT TO LEGAL FAO: CABILDO, ARIES",1,37,DEPT7,,DEPT4,"July 06, 2021",11:33:32 am
2195,"Commendation - MCLOPEZ (05/19/2021;05/25/2021),ASCAJUCOM(05/25/2021),FPCARREON (05/25/2021)",1,40,DEPT2,9,DEPT4,"May 26, 2021",5:01:57 pm
2196,"Commendation - LTPUNSALAN (05/25/2021,05/19/2021)",1,40,DEPT2,9,DEPT4,"May 26, 2021",5:01:43 pm
2197,"Cash for ESC P 48,500",1,36,DEPT6,37,DEPT7,"May 27, 2021",11:29:35 am
2198,"Cash for ESC P 30,825",1,36,DEPT6,37,DEPT7,"May 27, 2021",11:29:41 am
2199,Request for Explanation (GTBonita),1,1,DEPT1,,DEPT2,"May 31, 2021",2:03:18 pm
2200,Doc. Stamp Tax Dec./Ret. - KSAlOtaibi,1,28,DEPT6,5,DEPT3,"May 27, 2021",1:32:57 pm
2201,Doc. Stamp Tax Dec./Ret. - PDSacay,1,28,DEPT6,5,DEPT3,"May 27, 2021",1:33:07 pm
2202,Doc. Stamp Tax Dec./Ret. - TSTangalin,1,28,DEPT6,5,DEPT3,"May 27, 2021",1:33:12 pm
2203,Sealed Long Brown Envelope - Request for Explanation (MDSoniga),1,40,DEPT2,37,DEPT7,"May 27, 2021",11:30:19 am
2204,"RFP: MERCANTILE INSURANCE CO., INC ( P 15,732.73 EMMA DHALIA BALADHAY)",1,35,DEPT6,28,DEPT6,"May 27, 2021",4:45:14 pm
2205,"Check number 3241705437 P 1,550 Encore (AR of NASDAC as of April 2021)",1,37,DEPT7,,DEPT3,"May 28, 2021",11:56:34 am
2206,"Check number 229 P 11,550 Encore (AR of FINANSHARES as of April 2021)",1,37,DEPT7,,DEPT3,"May 28, 2021",11:56:41 am
2207,"Check number 3241705777 P 1,550 Encore (AR of QUANTUM as of April 2021)",1,37,DEPT7,,DEPT3,"May 28, 2021",11:56:51 am
2208,"Check number 3241705778 P 4,490.86 AVIDA (1925 assoc as of May 2021)",1,36,DEPT6,37,DEPT7,"May 27, 2021",2:12:03 pm
2209,"Check number 919160 P 5,600 Anvaya ( April 2021 Dues)",1,36,DEPT6,37,DEPT7,"May 27, 2021",2:12:20 pm
2210,"Check number 919165 P 4,749.73 MBTC ( May 9,2021 statement date)",1,36,DEPT6,37,DEPT7,"May 27, 2021",2:12:41 pm
2211,"Check number 919161 P 2,977.71 Avida ( T2 -1406 Assoc Dues May 2021)",1,36,DEPT6,37,DEPT7,"May 27, 2021",2:13:01 pm
2212,"Check number 919162 P 3,751.52 petron ( April 16-30,2021)",1,36,DEPT6,37,DEPT7,"May 27, 2021",2:13:13 pm
2213,"Check number 919163 P 4,250 Tagaytay CC ( April 2021 Dues)",1,36,DEPT6,37,DEPT7,"May 27, 2021",2:13:38 pm
2214,"Check number 919164 P 4,250 Tagaytay CC ( May 2021 Dues)",1,36,DEPT6,37,DEPT7,"May 27, 2021",2:13:45 pm
2215,"Check number 919166 P 5,986.22 Encore (AR of JIC as of April 2021)",1,37,DEPT7,,DEPT3,"May 28, 2021",11:56:56 am
2216,pdtc credit/debit advice report 02/08/2021,1,37,DEPT7,36,DEPT6,"June 02, 2021",1:14:09 pm
2217,SCRF: KSGANIAS,1,8,DEPT3,,DEPT2,"May 28, 2021",3:16:38 pm
2218,"DST: 1000214048 - GAMIS, RODOLFO ANTALAN",1,5,DEPT3,28,DEPT6,"May 27, 2021",3:45:46 pm
2219,"Cash for ESC P 48,500 05/27/2021",1,36,DEPT6,37,DEPT7,"May 28, 2021",10:48:23 am
2220,"Cash for ESC P 30,825 5/27/2021",1,36,DEPT6,37,DEPT7,"May 28, 2021",10:48:34 am
2221,"20 PDC FAO GUERRERO, ANNIE DELA CRUZ",1,43,DEPT3,5,DEPT3,"May 28, 2021",11:57:03 am
2222,"RFP: Innove Communications, Inc. P4,418.65 (05/16-06/15/2021)",1,35,DEPT6,28,DEPT6,"May 27, 2021",4:53:30 pm
2223,"RFP: MARIAH ANGELIKA A. MATEO P3,000.00 (Converge 05/10-06/09/2021)",1,35,DEPT6,28,DEPT6,"May 27, 2021",4:53:40 pm
2224,MEMO: KEY CONTROL POLICY AND PROCEDURES,1,9,DEPT4,,DEPT2,"May 28, 2021",4:19:54 pm
2225,MEMO: USAGE OF AIR CONDITIONING UNITS AND ELECTRICFANS IN LDA ROOM,1,9,DEPT4,,DEPT2,"May 28, 2021",4:19:45 pm
2226,MEMO: RESUMPTION OF MONTHLY GENERAL ASSEMBLY (GA) MEETING,1,9,DEPT4,,DEPT2,"May 28, 2021",4:20:08 pm
2227,MEMO: WORKPLACE SAFETY AND HEALTH PROGRAM - COVID19,1,9,DEPT4,,DEPT2,"May 28, 2021",4:20:26 pm
2228,PCV No. 7576-7627,1,28,DEPT6,5,DEPT3,"May 28, 2021",11:57:09 am
2229,"LSS:MARY ANN D. SONIGA/10,000/CREDIT AND COLLECTION INCENTIVES",1,10,DEPT4,35,DEPT6,"May 28, 2021",10:29:23 am
2230,PMW CBPALO 2021_02,1,8,DEPT3,40,DEPT2,"May 28, 2021",11:43:48 am
2232,"RFP: Charlene B. Palo P3,936 (PCF Replenishment # 02-1141 TO # 02-1171)",1,35,DEPT6,28,DEPT6,"June 01, 2021",9:15:44 am
2233,Commendation - AGM & GM (Audit Compliance 4th Quarter 2020),1,37,DEPT7,,DEPT2,"July 19, 2021",3:28:20 pm
2234,RECOMMENDATION: WAIVER SUBMISSION OF PRE-EMPLOYMENT REQUIREMENTS OF MS. MARIA KRISTINE S. CADIZ,1,37,DEPT7,,DEPT2,"July 07, 2021",7:47:53 am
2235,MEMO: GENERAL GUIDELINES ON FIELD CI/APPRAISER/COLLECTION STAFF,1,9,DEPT4,,DEPT2,"June 03, 2021",3:28:39 pm
2236,"Commendation: NRG,KSV,NCS (Audit Compliance 4th Quarter 2020)",1,40,DEPT2,35,DEPT6,"May 28, 2021",3:03:27 pm
2237,"RFP: SMART COMMUNICATIONS, INC P 2,371.85 (SUN CELL;March & April 2021)",1,40,DEPT2,35,DEPT6,"May 28, 2021",2:50:34 pm
2238,SER: EPSON L120 PRINTER (FOR TARLAC),1,35,DEPT6,40,DEPT2,"May 28, 2021",4:20:14 pm
2239,"REQUEST FOR FUNDING - SSS LOANS & CONTRIBUTION P68,210.46 (APRIL 2021)",1,40,DEPT2,35,DEPT6,"May 28, 2021",2:51:13 pm
2240,"RFP: ASTRON CORPORATE SECURITY AGENCY INC. P6,817.26 (05/01-15/2021)",1,35,DEPT6,28,DEPT6,"May 31, 2021",10:24:44 am
2241,"RFP: ROMAC SERVICES & TRADING CO.,INC. P7,234.28 (May1-15, 2021)",1,35,DEPT6,28,DEPT6,"May 31, 2021",10:24:49 am
2242,"RFP: MAXICARE HEALTHCARE CORPORATION P14,974.41 (ADDITIONAL MEMBER ALRIVERA)",1,35,DEPT6,28,DEPT6,"May 31, 2021",11:37:04 am
2243,"Commendation - CSR,ADD,ABJ,RFD (Audit Compliance 4th Quarter 2020)",1,40,DEPT2,10,DEPT4,"May 28, 2021",2:54:04 pm
2244,FINAL REPRIMAND - CSRIVERA,1,40,DEPT2,10,DEPT4,"May 28, 2021",2:54:18 pm
2245,Commendation FAO Ajuanani,1,29,DEPT4,40,DEPT2,"May 28, 2021",2:56:24 pm
2246,"Commendation-AVDelaFuente (Perfect Attendance Nov-Dec2020, Jan-Feb2021)",1,40,DEPT2,37,DEPT7,"May 28, 2021",4:09:15 pm
2247,"Commendation-AVDelaFuente (Perfect Attendance Nov-Dec2020, Jan-Feb2021)",1,37,DEPT7,,DEPT2,"July 07, 2021",7:47:58 am
2248,COMMENDATION FOR ACHIEVING ACCEPTABLE RATING WITH REGARDS TO AUDIT COMPLIANCE COVERING 4TH QUARTER,1,12,DEPT4,,DEPT2,"May 31, 2021",2:05:11 pm
2249,TO: ARIEL D. DUCLAYAN,1,12,DEPT4,,DEPT2,"May 31, 2021",2:05:18 pm
2250,Recommendation: DDI TRAINING,1,35,DEPT6,40,DEPT2,"May 31, 2021",9:08:42 am
2251,"OR CR WITH PN FAO PANGANIBAN, MYRNA GALVEZ and BULANADI, MELANE RAFAEL",1,5,DEPT3,,DEPT3,"June 02, 2021",9:33:43 am
2252,"RFP: MERCANTILE INSURANCE CO., INC ( P 548,700.16 JANUARY SOA)",1,35,DEPT6,28,DEPT6,"June 01, 2021",9:15:49 am
2253,"PO: Safety Supplies P4,770.00 (June 2021)",1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:46 pm
2254,"LSS: RELLIE ANN DELA CRUZ P8,790.00 (BR-01 CA FOR FAO 1000213881 - BULANADI, MELANE RAFAEL)",1,35,DEPT6,28,DEPT6,"May 31, 2021",11:37:12 am
2255,Doc. Stamp Tax Dec./Ret. - RAGamis,1,28,DEPT6,5,DEPT3,"May 31, 2021",4:14:09 pm
2256,Check for Month-end due - JIC (MAY 2021),3,28,DEPT6,,DEPT6,"July 01, 2021",11:46:42 am
2257,MEMO: Temp. Procedures while AGM is on half-day leave (Afternoon),1,28,DEPT6,40,DEPT2,"May 31, 2021",2:03:58 pm
2258,"COMMENDATION: ACHIEVING ACCEPTABLE AUDIT COMPLIANCE RATING- 4TH QTR 2020 (NCSANPEDRO,KSVILLAR,NRG)",1,35,DEPT6,40,DEPT2,"May 31, 2021",2:03:49 pm
2259,"1 Set of PN FAO AL OTAIBI, KHALLISTA (5 Copies)",1,38,DEPT3,5,DEPT3,"June 02, 2021",5:13:10 pm
2260,"1 Copy of LTO Stencil FAO AL OTAIBI, KHALLISTA",1,38,DEPT3,5,DEPT3,"June 02, 2021",5:13:14 pm
2261,"RFP: SMART COMMUNICATIONS, INC P 785.71 (SUN April 1-April 30, 2021)",1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:42 pm
2262,"LSS: RELLIE ANN DELA CRUZ P7,005.00 (BR-01 CA FOR FAO BR-01 CA FOR FAO 1000213786 - MAGLALANG, JOAN",1,35,DEPT6,28,DEPT6,"June 01, 2021",10:50:13 am
2263,"LSS: RELLIE ANN DELA CRUZ P6,165.00 (BR-01 CA FOR FAO 1000214021 - TANGALIN, TEODORA SANTOS)",1,35,DEPT6,28,DEPT6,"June 01, 2021",10:50:09 am
2264,"LSS: RELLIE ANN DELA CRUZ P0.00 (BR-01 CA FOR FAO 1000213866 - AL OTAIBI, KHALLISTA SANGUYU)",1,35,DEPT6,28,DEPT6,"June 01, 2021",10:50:04 am
2265,transportation for exec errands (francisco de leon) 600,1,35,DEPT6,5,DEPT3,"June 01, 2021",11:29:09 am
2266,"OR CR WITH PN FAO 1000213491 - DELA CRUZ, DEXTER DIZON",1,5,DEPT3,,DEPT3,"June 02, 2021",9:33:21 am
2267,"13 PDC FAO 1000214120 ANG, DORINA BANIQUED",1,43,DEPT3,5,DEPT3,"June 01, 2021",11:29:27 am
2268,39 PDCS FAO 1000214119 NATIVIDAD RUBY,1,43,DEPT3,5,DEPT3,"June 01, 2021",11:29:33 am
2269,"RFP: RELLIE ANN DELA CRUZ, P580.00 (LTO ENCUMBRANCE FAO 1000213491 - DELA CRUZ, DEXTER DIZON)",1,35,DEPT6,5,DEPT3,"June 01, 2021",11:29:16 am
2270,"PO: A.G. COMBE P17,000.00",1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:55 pm
2271,"PO: PC SQUARE P4,950.00",1,35,DEPT6,40,DEPT2,"June 01, 2021",3:10:51 pm
2272,"RFP: RELLIE ANN DELA CRUZ, P9,816.00 (PCV REPLENISHMENT 05/21/2021 - 05/31/2021)",1,35,DEPT6,28,DEPT6,"June 02, 2021",11:22:53 am
2273,Travell & Representation Exp-GTB - May 2021,1,1,DEPT1,,DEPT2,"June 01, 2021",3:10:28 pm
2274,"LAST PAY JANNEL FALLER P2,163.64 MBTC3241799862",1,5,DEPT3,40,DEPT2,"June 01, 2021",3:10:09 pm
2275,"DST: 1000214120 - ANG, DORINA BANIQUED and 1000214105 - NATIVIDAD, RUBY GALARA",1,5,DEPT3,28,DEPT6,"June 01, 2021",3:42:55 pm
2276,PMW CBPALO- 03.2021 & 04.2021,1,8,DEPT3,,DEPT2,"June 02, 2021",4:53:50 pm
2277,"RFP: SJLIM P1,183.00 (CANCELLATION OF MORTGAGE FAO NATIVIDAD, RUBY G.)",1,35,DEPT6,28,DEPT6,"June 02, 2021",11:22:59 am
2278,"RFP: A.G. COMBE TIRE SUPPLY P16,848.21 (Rear tires replacement for Company Vehicle)",1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:03 am
2279,"RFP: Roberto B. Rafael P2,450.00 (June 2021)",1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:08 am
2280,"RFP: MARIAH ANGELIKA A. MATEO P6,000.00 (LTO REGISTRATION OF COMPANY VEHICLE)",1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:13 am
2281,"RFP: JJAKE UNITED HOLDINGS CORPORATION P156,000.00 (June 2021)",1,35,DEPT6,40,DEPT2,"June 02, 2021",12:06:41 pm
2282,"RFP: Cadiz Tabayoyong and Partners P10,080.00 (Retainers Fee for June 2021)",1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:19 am
2283,"RFP: PC SQUARE COMPUTER SHOP P4,905.80 (Printer for Tarlac Virtual Office)",1,35,DEPT6,28,DEPT6,"June 02, 2021",11:23:24 am
2284,"RFP: Mariah Angelika A. Mateo P14,185.57(Messenger Salary May 16-31, 2021)",1,35,DEPT6,28,DEPT6,"June 03, 2021",10:02:03 am
2285,Recommendation: Flu Vaccine-Ms. SJLim,1,9,DEPT4,,DEPT2,"June 03, 2021",3:28:43 pm
2286,12 PDC FAO MARIA LOURDES PANGANIBAN,1,43,DEPT3,5,DEPT3,"June 02, 2021",5:13:18 pm
2287,"rfp globe telecom 5,900.62",1,37,DEPT7,35,DEPT6,"June 03, 2021",8:53:24 am
2288,"rfp globe telecom 3,474.31",1,35,DEPT6,28,DEPT6,"June 03, 2021",10:02:08 am
2289,Answer for Explanation: Personal Quota February 2021,1,31,DEPT5,,DEPT2,"June 02, 2021",12:07:06 pm
2290,liquidation slip CA for 2021 registration of Super Grandia,1,36,DEPT6,,DEPT7,"June 23, 2021",2:23:37 pm
2291,liquidation slip CA for 2021 registration of Land Cruiser,1,36,DEPT6,,DEPT7,"June 23, 2021",2:23:44 pm
